LABORATÓRIO	REGISTRO	EAN 1	PRODUTO	APRESENTAÇÃO
RANBAXY FARMACÊUTICA LTDA	1235202730086	7897076922540	AMOXICILINA + CLAVULANATO DE POTÁSSIO	(875,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 14
RANBAXY FARMACÊUTICA LTDA	1235202730094	7897076922557	AMOXICILINA + CLAVULANATO DE POTÁSSIO	(875,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 20
RANBAXY FARMACÊUTICA LTDA	1235202730108	7897076922892	AMOXICILINA + CLAVULANATO DE POTÁSSIO	(500,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 14
RANBAXY FARMACÊUTICA LTDA	1235202730116	7897076922908	AMOXICILINA + CLAVULANATO DE POTÁSSIO	(500,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 21
RANBAXY FARMACÊUTICA LTDA	1235202730124	7897076924230	AMOXICILINA + CLAVULANATO DE POTÁSSIO	(500,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 30
EMS S/A	1023510960051	7894916510202	ESOGASTRO IBP	500 MG CAP DURA + 500 MG COM REV + 20 MG COM REV LIB RETARD CT BL AL AL X 28 +14 + 42
EMS S/A	1023510960061	7894916516730	ESOGASTRO IBP	500 MG CAP DURA + 500 MG COM REV + 20 MG COM REV LIB RETARD CT BL AL AL X 28 +14 + 28
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057302820018	7896658004308	OMEPRAMIX	20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT 7 BL AL PLAS TRANS X 2+2+4 
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057302820050	7896658004346	OMEPRAMIX	20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT 7 BL AL PLAS TRANS X 2+2+4 + BL AL PLAS TRANS X 14
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057302820131	7896658004360	OMEPRAMIX	20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT 7 BL AL PLAS TRANS X 2+2+4 + 2 BL AL PLAS TRANS X 14
LABORATÓRIOS BAGÓ DO BRASIL S/A	1562600200091	7898906376403	TRIFAMOX	875 MG + 125 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14
EUROFARMA LABORATORIOS S.A.	1004307270031	7891317001650	AMOXICILINA	100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP
EUROFARMA LABORATORIOS S.A.	1004307270058	7891317005054	AMOXICILINA	80 MG/ML PO SUS OR CT FR VD AMB X 100 ML + SER DOS
LABORATORIO TEUTO BRASILEIRO S/A	1037004470146	7896112192022	AMOXICILINA	500 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30
PRATI DONADUZZI & CIA LTDA	1256801440071	7898148290710	AMPICILINA	50 MG/ML PO SUS OR CT FR PLAS AMB X 150 ML + COP
PRATI DONADUZZI & CIA LTDA	1256801440101	7899547502220	AMPICILINA	50 MG/ML PO SUS OR CX 50 FR PLAS OPC X 60 ML + 50 COP
FRESENIUS KABI BRASIL LTDA	1004101850059	7899498608743	AMPLATIL	500 MG PO SOL INJ IM/IV CX 50 FA VD TRANS
FRESENIUS KABI BRASIL LTDA	1004101850067	7899498608750	AMPLATIL	1 G PO SOL INJ IM/IV CX 50 FA VD TRANS
BLAU FARMACEUTICA S.A.	1163700980016	7896014685806	CILINON	500MG PO INJ CX 100 FA VD TRANS + 100 DIL X 5 ML
BLAU FARMACEUTICA S.A.	1163700980059	7896014685844	CILINON	500 MG PÓ INJ CX 100 FA VD TRANS
BLAU FARMACEUTICA S.A.	1163700980067	7896014685851	CILINON	1000 MG PÓ INJ CX 100 FA VD TRANS
BLAU FARMACEUTICA S.A.	1163700980075	7896014685868	CILINON	500MG PO INJ CT FA VD TRANS + AMP DIL PLAS X 5 ML
BLAU FARMACEUTICA S.A.	1163700980091	7896014685882	CILINON	1000 MG PO INJ CT FA VD TRANS + AMP DIL PLAS X 5ML
BLAU FARMACEUTICA S.A.	1163700980105	7896014685899	CILINON	1000 MG PO INJ CX 100 FA VD TRANS + 100 AMP DIL PLAS X 5 ML
EUGIA PHARMA INDUSTRIA FARMACEUTICA LTDA	1742000060084	7898739420281	AMPICILINA SÓDICA	1 G PÓ P/ SOL INJ CT 50 FA VD TRANS
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA	1039200540026	7898049795406	FUNGITRIN	(25,0 + 12,5) MG/G CREM VAG CT BG AL X 45 G + 10 APLIC
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705870012	7897595627049	ARIPIPRAZOL	15 MG COM  CT BL AL/AL X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705870020	7897595627032	ARIPIPRAZOL	10 MG COM  CT BL AL/AL X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705870098	7897595639769	ARIPIPRAZOL	10 MG COM  CT BL AL/AL X 60
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705870101	7897595639776	ARIPIPRAZOL	15 MG COM  CT BL AL/AL X 60
INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA	1006303010023	7897406121759	ARIPIPRAZOL	10 MG COM CT BL AL AL X 30
INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA	1006303010058	7897406121773	ARIPIPRAZOL	15 MG COM CT BL AL AL X 30
NOVARTIS BIOCIENCIAS S.A	1006811770014	7897595639790	ARIPIPRAZOL	15 MG COM  CT BL AL/AL X 30
NOVARTIS BIOCIENCIAS S.A	1006811770022	7897595639783	ARIPIPRAZOL	10 MG COM  CT BL AL/AL X 30
EMS S/A	1023513070014	7894916514927	ARPEJO	20 MG/ML SUS GOT OR CT ENVOL FR GOT PLAS PEAD/PEBD OPC X 30 ML
EMS S/A	1023513070022	7894916518536	ARPEJO	20 MG/ML SUS GOT OR CT ENVOL FR GOT PLAS PEAD/PEBD OPC X 15 ML
EMS S/A	1023514110011	7896004788906	ARIPIPRAZOL	10  MG COM CT BL AL AL X 10
EMS S/A	1023514110028	7896004747620	ARIPIPRAZOL	10 MG COM CT BL AL AL X 30
EMS S/A	1023514110036	7896004788913	ARIPIPRAZOL	10 MG COM CT BL AL AL X 60
EMS S/A	1023514110060	7896004788937	ARIPIPRAZOL	15 MG COM CT BL AL AL X 10
EMS S/A	1023514110079	7896004747637	ARIPIPRAZOL	15 MG COM CT BL AL AL X 30
EMS S/A	1023514110087	7896004788944	ARIPIPRAZOL	15 MG COM CT BL AL AL X 60
EMS S/A	1023514110117	7896004788845	ARIPIPRAZOL	20 MG COM CT BL AL AL X 10
EMS S/A	1023514110125	7896004747644	ARIPIPRAZOL	20 MG COM CT BL AL AL X 30
EMS S/A	1023514110133	7896004788852	ARIPIPRAZOL	20 MG COM CT BL AL AL X 60
EMS S/A	1023514110168	7896004788876	ARIPIPRAZOL	30 MG COM CT BL AL AL X 10
EMS S/A	1023514110176	7896004747651	ARIPIPRAZOL	30 MG COM CT BL AL AL X 30
EMS S/A	1023514110184	7896004788883	ARIPIPRAZOL	30 MG COM CT BL AL AL X 60
EMS S/A	1023514170012	7894916517959	ARPEJO	10  MG COM CT BL AL AL X 10
EMS S/A	1023514170020	7894916517812	ARPEJO	10 MG COM CT BL AL AL X 30
EMS S/A	1023514170039	7896004788166	ARPEJO	10 MG COM CT BL AL AL X 60
EMS S/A	1023514170063	7896004788197	ARPEJO	15 MG COM CT BL AL AL X 10
EMS S/A	1023514170071	7894916517829	ARPEJO	15 MG COM CT BL AL AL X 30
EMS S/A	1023514170081	7896004788203	ARPEJO	15 MG COM CT BL AL AL X 60
EMS S/A	1023514170111	7896004788234	ARPEJO	20 MG COM CT BL AL AL X 10
EMS S/A	1023514170128	7896004788241	ARPEJO	20 MG COM CT BL AL AL X 30
EMS S/A	1023514170136	7896004788258	ARPEJO	20 MG COM CT BL AL AL X 60
EMS S/A	1023514170160	7896004788289	ARPEJO	30 MG COM CT BL AL AL X 10
EMS S/A	1023514170179	7896004788296	ARPEJO	30 MG COM CT BL AL AL X 30
EMS S/A	1023514170187	7896004788302	ARPEJO	30 MG COM CT BL AL AL X 60
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804540024	7896676432077	SENSAZ	15 MG COM CT BL AL X AL X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804540032	7896676432060	SENSAZ	10 MG COM CT BL AL X AL X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029805300027	7896676430516	SENSAZ	10 MG COM CT BL AL AL X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029805300051	7896676430547	SENSAZ	15 MG COM CT BL AL AL X 30
SUPERA FARMA LABORATÓRIOS S.A	1037203010013	7899420508264	BIQUIZ	10 MG COM CT BL AL AL X 10
SUPERA FARMA LABORATÓRIOS S.A	1037203010021	7899420508257	BIQUIZ	10 MG COM CT BL AL AL X 30
SUPERA FARMA LABORATÓRIOS S.A	1037203010048	7899420508295	BIQUIZ	15 MG COM CT BL AL AL X 10
SUPERA FARMA LABORATÓRIOS S.A	1037203010056	7899420508288	BIQUIZ	15 MG COM CT BL AL AL X 30
FARMOQUÍMICA S/A	1039002120020	7898040329273	HEDD	10 MG COM  CT BL AL/AL X 30
FARMOQUÍMICA S/A	1039002120063	7898040329280	HEDD	10 MG COM  CT BL AL/AL X 10
FARMOQUÍMICA S/A	1039002260027	7898244720791	HEDD	10 MG COM  CT BL AL/AL X 30
FARMOQUÍMICA S/A	1039002260043	7898244720807	HEDD	10 MG COM  CT BL AL/AL X 10
TORRENT DO BRASIL LTDA	1052500760010	8903855078601	TOARIP	10 MG COM CT BL AL/AL X 10
TORRENT DO BRASIL LTDA	1052500760045	8903855078670	TOARIP	30 MG COM CT BL AL/AL X 30
TORRENT DO BRASIL LTDA	1052500760053	8903855078632	TOARIP	15 MG COM CT BL AL/AL X 30
TORRENT DO BRASIL LTDA	1052500760061	8903855078656	TOARIP	20 MG COM CT BL AL/AL X 30
TORRENT DO BRASIL LTDA	1052500760071	8903855078618	TOARIP	10 MG COM CT BL AL/AL X 30
LABORATORIO GLOBO SA	1053502340025	7899620916418	ARIPIPRAZOL	15 MG COM CT BL AL X AL X 30
LABORATORIO GLOBO SA	1053502340033	7899620916388	ARIPIPRAZOL	10 MG COM CT BL AL X AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300170016	7896658040245	AQUARELA	10 MG COM CT BL AL/AL X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300170024	7896658039379	AQUARELA	10 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300170040	7896658040238	AQUARELA	15 MG COM CT BL AL/AL X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300170059	7896658039362	AQUARELA	15 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300170083	7896658039355	AQUARELA	20 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300170113	7896658039225	AQUARELA	30 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300480015	7896658048081	OPTARY	1 MG/ML SUS OR CT FR PLAS PET AMB X 100 ML + SER DOS
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300480031	7896658048166	OPTARY	1 MG/ML SUS OR CT FR PLAS PET AMB X 150 ML + SER DOS
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300790014	7896658048081	AQUARELA	1 MG/ML SUS OR CT FR PLAS PET AMB X 100 ML + SER DOS
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057300790030	7896658048166	AQUARELA	1 MG/ML SUS OR CT FR PLAS PET AMB X 150 ML + SER DOS
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250022	7896658016264	ARISTAB	10 MG COM CT BL AL/AL X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250030	7896658016271	ARISTAB	10 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250065	7896658016301	ARISTAB	15 MG COM CT BL AL/AL X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250073	7896658016318	ARISTAB	15 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250111	7896658016356	ARISTAB	20 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250154	7896658016394	ARISTAB	30 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250170	7896658039300	ARISTAB	10 MG COM CT BL AL/AL X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304250189	7896658039294	ARISTAB	15 MG COM CT BL AL/AL X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306610018	7896181921059	ARIPIPRAZOL	10 MG COM CT BL AL/AL X10 
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306610026	7896181921103	ARIPIPRAZOL	15 MG COM CT BL AL/AL X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306610034	7896181921134	ARIPIPRAZOL	20 MG COM CT BL AL/AL X 10 
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306610042	7896181921189	ARIPIPRAZOL	30 MG COM CT BL AL/AL X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306610050	7896658038334	ARIPIPRAZOL	10 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306610077	7896658038327	ARIPIPRAZOL	15 MG COM CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306610131	7896658052989	ARIPIPRAZOL	10 MG COM CT BL AL/AL X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307240011	7896658035449	ARISTAB	1 MG/ML SUS OR CT FR PLAS PET AMB X 100 ML + SER DOS
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307240036	7896658035432	ARISTAB	1 MG/ML SUS OR CT FR PLAS PET AMB X 150 ML + SER DOS
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750017	7895296449939	ARIPIPRAZOL	10  MG COM CT BL AL AL X 10
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750025	7895296219020	ARIPIPRAZOL	10 MG COM CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750033	7895296449946	ARIPIPRAZOL	10 MG COM CT BL AL AL X 60
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750068	7895296449977	ARIPIPRAZOL	15 MG COM CT BL AL AL X 10
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750076	7895296219037	ARIPIPRAZOL	15 MG COM CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750084	7895296449984	ARIPIPRAZOL	15 MG COM CT BL AL AL X 60
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750114	7895296449854	ARIPIPRAZOL	20 MG COM CT BL AL AL X 10
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750122	7895296219044	ARIPIPRAZOL	20 MG COM CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750130	7895296449861	ARIPIPRAZOL	20 MG COM CT BL AL AL X 60
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750165	7895296449892	ARIPIPRAZOL	30 MG COM CT BL AL AL X 10
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750173	7895296219051	ARIPIPRAZOL	30 MG COM CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904750181	7895296449908	ARIPIPRAZOL	30 MG COM CT BL AL AL X 60
PRATI DONADUZZI & CIA LTDA	1256802900015	7899547520972	ARIPIPRAZOL	10 MG COM CT BL AL AL X 10
PRATI DONADUZZI & CIA LTDA	1256802900023	7899547520989	ARIPIPRAZOL	10 MG COM CT BL AL AL X 15
PRATI DONADUZZI & CIA LTDA	1256802900031	7899547520996	ARIPIPRAZOL	10 MG COM CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256802900041	7899547521009	ARIPIPRAZOL	10 MG COM CT BL AL AL X 60
PRATI DONADUZZI & CIA LTDA	1256802900058	7899547521016	ARIPIPRAZOL	10 MG COM CT BL AL AL X 300
PRATI DONADUZZI & CIA LTDA	1256802900066	7899547521023	ARIPIPRAZOL	10 MG COM CT BL AL AL X 500
PRATI DONADUZZI & CIA LTDA	1256802900074	7899547521030	ARIPIPRAZOL	15 MG COM CT BL AL AL X 10
PRATI DONADUZZI & CIA LTDA	1256802900082	7899547521047	ARIPIPRAZOL	15 MG COM CT BL AL AL X 15
PRATI DONADUZZI & CIA LTDA	1256802900090	7899547521054	ARIPIPRAZOL	15 MG COM CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256802900104	7899547521061	ARIPIPRAZOL	15 MG COM CT BL AL AL X 60
PRATI DONADUZZI & CIA LTDA	1256802900112	7899547521078	ARIPIPRAZOL	15 MG COM CT BL AL AL X 300
PRATI DONADUZZI & CIA LTDA	1256802900120	7899547521085	ARIPIPRAZOL	15 MG COM CT BL AL AL X 500
PRATI DONADUZZI & CIA LTDA	1256802900155	7899547521115	ARIPIPRAZOL	20 MG COM CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256803080011	7899547534054	HARIP	10 MG COM CT BL AL AL X 10
PRATI DONADUZZI & CIA LTDA	1256803080021	7899547534061	HARIP	10 MG COM CT BL AL AL X 15
PRATI DONADUZZI & CIA LTDA	1256803080038	7899547534078	HARIP	10 MG COM CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256803080046	7899547534085	HARIP	10 MG COM CT BL AL AL X 60
PRATI DONADUZZI & CIA LTDA	1256803080054	7899547534092	HARIP	10 MG COM CT BL AL AL X 300
PRATI DONADUZZI & CIA LTDA	1256803080062	7899547534108	HARIP	10 MG COM CT BL AL AL X 500
PRATI DONADUZZI & CIA LTDA	1256803080070	7899547534115	HARIP	15 MG COM CT BL AL AL X 10
PRATI DONADUZZI & CIA LTDA	1256803080089	7899547534122	HARIP	15 MG COM CT BL AL AL X 15
PRATI DONADUZZI & CIA LTDA	1256803080097	7899547534139	HARIP	15 MG COM CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256803080100	7899547534146	HARIP	15 MG COM CT BL AL AL X 60
PRATI DONADUZZI & CIA LTDA	1256803080119	7899547534153	HARIP	15 MG COM CT BL AL AL X 300
PRATI DONADUZZI & CIA LTDA	1256803080127	7899547534160	HARIP	15 MG COM CT BL AL AL X 500
PRATI DONADUZZI & CIA LTDA	1256803080135	7899547534177	HARIP	20 MG COM CT BL AL AL X 10
PRATI DONADUZZI & CIA LTDA	1256803080143	7899547534184	HARIP	20 MG COM CT BL AL AL X 15
PRATI DONADUZZI & CIA LTDA	1256803080151	7899547534191	HARIP	20 MG COM CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256803080161	7899547534207	HARIP	20 MG COM CT BL AL AL X 60
PRATI DONADUZZI & CIA LTDA	1256803080178	7899547534214	HARIP	20 MG COM CT BL AL AL X 300
PRATI DONADUZZI & CIA LTDA	1256803080186	7899547534221	HARIP	20 MG COM CT BL AL AL X 500
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405520025	7896714273723	ARIPIPRAZOL	15 MG COM CT BL AL X AL X 30
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405520033	7896714273709	ARIPIPRAZOL	10 MG COM CT BL AL X AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100570013	7898910350314	ARIPIPRAZOL	10 MG COM CT BL AL X AL X 10
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100570021	7898927562878	ARIPIPRAZOL	15 MG COM CT BL AL X AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100570031	7898927562847	ARIPIPRAZOL	10 MG COM CT BL AL X AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100570056	7898927562861	ARIPIPRAZOL	15 MG COM CT BL AL X AL X 10
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100590022	7898927562939	KAVIUM	15 MG COM CT BL AL X AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100590030	7898927562908	KAVIUM	10 MG COM CT BL AL X AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565101220024	7908950000152	KAVIUM ODT	10 MG COM ORODISP CT BL AL AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565101220067	7908950000169	KAVIUM ODT	15 MG COM ORODISP CT BL AL AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565101220105	7908950000176	KAVIUM ODT	20 MG COM ORODISP CT BL AL AL X 30
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565101220148	7908950000183	KAVIUM ODT	30 MG COM ORODISP CT BL AL AL X 30
COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.	1781708520029	7896094917057	AIPRI	15 MG COM CT BL AL X AL X 30
COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.	1781708520037	7896094917033	AIPRI	10 MG COM CT BL AL X AL X 30
TEVA FARMACÊUTICA LTDA.	1557300530014	7898587900980	NUVIGIL	150 MG COM CT FR PLAS PEAD OPC X 30
TEVA FARMACÊUTICA LTDA.	1557300530022	7898587900997	NUVIGIL	250 MG COM CT FR PLAS PEAD OPC X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450017	7897595634146	ZINNAT	50 MG/ML PO SUS OR CT FR VD AMB X 50 ML
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450025	7897595634153	ZINNAT	50 MG/ML PO SUS OR CT FR VD AMB X 70 ML
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450033	7897595634160	ZINNAT	250 MG COM REV CT BL AL AL X 10
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450041	7897595634221	ZINNAT	250 MG COM REV CT BL AL AL X 14
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450051	7897595634139	ZINNAT	250 MG PO SUS OR CT ENV AL/PLAS X 14  
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450068	7897595634122	ZINNAT	250 MG PO SUS OR CT ENV AL/PLAS X 20
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450076	7897595634238	ZINNAT	500 MG COM REV CT BL AL AL X 10
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450084	7897595634177	ZINNAT	500 MG COM REV CT BL AL AL X 14
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706450092	7897595634184	ZINNAT	500 MG COM REV CT BL AL AL X 20
EUROFARMA LABORATORIOS S.A.	1004315030011	7891317018146	AXETILCEFUROXIMA	250 MG COM REV CT BL AL AL X 10
EUROFARMA LABORATORIOS S.A.	1004315030079	7891317018153	AXETILCEFUROXIMA	500 MG COM REV CT BL AL AL X 10
EUROFARMA LABORATORIOS S.A.	1004315030087	7891317018160	AXETILCEFUROXIMA	500 MG COM REV CT BL AL AL X 14
EUROFARMA LABORATORIOS S.A.	1004315130073	7891317038939	TOTACEF	500 MG COM REV CT BL AL AL X 10
EUROFARMA LABORATORIOS S.A.	1004315130081	7891317018177	TOTACEF	500 MG COM REV CT BL AL AL X 14
EUROFARMA LABORATORIOS S.A.	1004315130091	7891317043001	TOTACEF	500 MG COM REV CT BL AL AL X 20
LABORATORIO TEUTO BRASILEIRO S/A	1037007830021	7896112107453	AXETILCEFUROXIMA	500 MG COM CT BL AL/AL X 10 
LABORATORIO TEUTO BRASILEIRO S/A	1037007830070	7896112107460	AXETILCEFUROXIMA	500 MG COM CT BL AL/AL X 14
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306460040	7896658034251	MEFEX	250 MG COM REV CT BL AL PLAS TRANS X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306460059	7896658034381	MEFEX	250 MG COM REV CT BL AL PLAS TRANS X 14
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306460105	7896658034398	MEFEX	500 MG COM REV CT BL AL PLAS TRANS X 10
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306460113	7896658034404	MEFEX	500 MG COM REV CT BL AL PLAS TRANS X 14
RANBAXY FARMACÊUTICA LTDA	1235200730046	7897076911131	AXETILCEFUROXIMA	50 MG/ML PO SUS OR CT FR PLAS TRANS X 50 ML + COP
RANBAXY FARMACÊUTICA LTDA	1235200730054	7897076911148	AXETILCEFUROXIMA	50 MG/ML PO SUS OR CT FR PLAS TRANS X 70 ML + COP
RANBAXY FARMACÊUTICA LTDA	1235202350119	7897076918819	AXETILCEFUROXIMA	250 MG COM REV CT BL AL PLAS TRANS X 10
RANBAXY FARMACÊUTICA LTDA	1235202350127	7897076918826	AXETILCEFUROXIMA	250 MG COM REV CT BL AL PLAS TRANS X 14
RANBAXY FARMACÊUTICA LTDA	1235202350135	7897076918833	AXETILCEFUROXIMA	250 MG COM REV CT BL AL PLAS TRANS X 20
RANBAXY FARMACÊUTICA LTDA	1235202350178	7897076918840	AXETILCEFUROXIMA	500 MG COM REV CT BL AL PLAS TRANS X 10
RANBAXY FARMACÊUTICA LTDA	1235202350186	7897076918857	AXETILCEFUROXIMA	500 MG COM REV CT BL AL PLAS TRANS X 14
RANBAXY FARMACÊUTICA LTDA	1235202350194	7897076918864	AXETILCEFUROXIMA	500 MG COM REV CT BL AL PLAS TRANS X 20
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700390034	7898361880903	AXETILCEFUROXIMA	500 MG COM CT BL AL/AL X 10 
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700390115	7898361886677	AXETILCEFUROXIMA	500 MG COM CT BL AL/AL X 14
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405650018	7896714273815	AXETILCEFUROXIMA	500 MG COM CT BL AL/AL X 10 
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405650026	7896714274454	AXETILCEFUROXIMA	500 MG COM CT BL AL/AL X 20
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558405650069	7896714274126	AXETILCEFUROXIMA	500 MG COM CT BL AL/AL X 14
